,minaddress,maxaddress,minweek,maxweek,minweekday,maxweekday,mintime,maxtime,tuple_count,cluster_label,consumption diversity,PID diversity,consumption_range,consumption_difference,consumption_difference_wo_zero,proximity_ratio,address_range,week_range,weekday_range,time_range,il_address,il_week,il_weekday,il_time
33,10551100122.0,10555111039.0,46.0,46.0,3.0,3.0,15.0,24.0,528,33,468,199,19513.5135135135,37.02753987383965,37.16261048895933,0.08489368112947658,4010917.0,0.0,0.0,9.0,0.5006803201724044,0,0.0,0.09473684210526316
34,10551100122.0,10556110644.0,46.0,46.0,3.0,3.0,43.0,52.0,185,34,184,183,19783.7837837838,107.52056404230326,108.68108380863491,0.08289262235208182,5010522.0,0.0,0.0,9.0,0.6254604019955725,0,0.0,0.09473684210526316
35,10551100122.0,10556110644.0,46.0,46.0,3.0,3.0,44.0,52.0,108,35,108,107,19166.6666666667,179.12772585669813,180.78151071749485,0.0877914951989026,5010522.0,0.0,0.0,8.0,0.6254604019955725,0,0.0,0.08421052631578947
36,10551100122.0,10556110739.0,46.0,46.0,2.0,2.0,29.0,43.0,522,36,487,213,19351.3513513513,37.142708927737615,37.790625646373314,0.09534137784236872,5010617.0,0.0,0.0,14.0,0.6254722607875686,0,0.0,0.14736842105263157
37,10551100122.0,10556110739.0,46.0,46.0,3.0,3.0,43.0,52.0,313,37,306,232,20250.0,64.90384615384616,65.74238345772666,0.08449611611836398,5010617.0,0.0,0.0,9.0,0.6254722607875686,0,0.0,0.09473684210526316
38,10551100122.0,10558109774.0,46.0,46.0,2.0,2.0,88.0,95.0,239,38,225,108,18000.0,75.63025210084034,75.94203536092262,0.09712715113530924,7009652.0,0.0,0.0,7.0,0.8750105792907543,0,0.0,0.07368421052631578
39,10551100724.0,10555111039.0,46.0,46.0,2.0,2.0,19.0,28.0,330,39,314,183,21131.99212832525,64.23097911345062,64.23097911345062,0.08140495867768593,4010315.0,0.0,0.0,9.0,0.5006051728799663,0,0.0,0.09473684210526316
40,10551101222.0,10557107276.0,46.0,46.0,1.0,1.0,0.0,1.0,104,40,103,100,25995.942028985508,252.38778668917968,252.38778668917968,0.09707840236686391,6006054.0,0.0,0.0,1.0,0.7497320537155843,0,0.0,0.010526315789473684
41,10551101523.0,10559110871.0,46.0,46.0,3.0,3.0,86.0,95.0,386,41,368,255,30100.0,78.18181818181819,79.41494031804396,0.09623077129587372,8009348.0,0.0,0.0,9.0,0.9998020205883609,0,0.0,0.09473684210526316
42,10551102019.0,10553110670.0,46.0,46.0,1.0,1.0,2.0,6.0,187,42,174,100,15027.027027027,80.79046788724193,81.65129484519998,0.08553290056907548,2008651.0,0.0,0.0,4.0,0.2507386779119638,0,0.0,0.042105263157894736
43,10552100118.0,10554110751.0,46.0,46.0,2.0,2.0,29.0,40.0,457,43,431,125,21405.4054054054,46.941678520625885,47.457853969178,0.07978970452336376,2010633.0,0.0,0.0,11.0,0.250986089761818,0,0.0,0.11578947368421053
44,10552100118.0,10554110751.0,46.0,46.0,3.0,3.0,34.0,45.0,229,44,213,102,21891.8918918919,96.01706970128028,96.84984673132593,0.10236265517438645,2010633.0,0.0,0.0,11.0,0.250986089761818,0,0.0,0.11578947368421053
45,10552100118.0,10555111039.0,46.0,46.0,2.0,2.0,74.0,85.0,451,45,418,159,19567.5675675676,43.48348348348356,44.06391619832747,0.07960137855762756,3010921.0,0.0,0.0,11.0,0.3758514300579683,0,0.0,0.11578947368421053
46,10552100118.0,10555111039.0,46.0,46.0,4.0,4.0,13.0,25.0,278,46,249,120,11027.027027027,39.808761830422384,39.94380056507612,0.0832125666373376,3010921.0,0.0,0.0,12.0,0.3758514300579683,0,0.0,0.12631578947368421
